image,image_path,label
00012_00054_00019,data\gtsrb\Train\12\00012_00054_00019.png,12
00038_00064_00007,data\gtsrb\Train\38\00038_00064_00007.png,38
00035_00038_00004,data\gtsrb\Train\35\00035_00038_00004.png,35
00019_00002_00015,data\gtsrb\Train\19\00019_00002_00015.png,19
00004_00053_00013,data\gtsrb\Train\4\00004_00053_00013.png,4
00004_00040_00026,data\gtsrb\Train\4\00004_00040_00026.png,4
00038_00008_00017,data\gtsrb\Train\38\00038_00008_00017.png,38
00028_00002_00020,data\gtsrb\Train\28\00028_00002_00020.png,28
00009_00044_00022,data\gtsrb\Train\9\00009_00044_00022.png,9
00005_00028_00016,data\gtsrb\Train\5\00005_00028_00016.png,5
00005_00040_00016,data\gtsrb\Train\5\00005_00040_00016.png,5
00035_00000_00016,data\gtsrb\Train\35\00035_00000_00016.png,35
00038_00050_00003,data\gtsrb\Train\38\00038_00050_00003.png,38
00018_00025_00000,data\gtsrb\Train\18\00018_00025_00000.png,18
00040_00004_00004,data\gtsrb\Train\40\00040_00004_00004.png,40
00005_00019_00017,data\gtsrb\Train\5\00005_00019_00017.png,5
00034_00007_00014,data\gtsrb\Train\34\00034_00007_00014.png,34
00009_00038_00022,data\gtsrb\Train\9\00009_00038_00022.png,9
00004_00008_00020,data\gtsrb\Train\4\00004_00008_00020.png,4
00007_00046_00002,data\gtsrb\Train\7\00007_00046_00002.png,7
00031_00025_00025,data\gtsrb\Train\31\00031_00025_00025.png,31
00015_00008_00013,data\gtsrb\Train\15\00015_00008_00013.png,15
00002_00074_00021,data\gtsrb\Train\2\00002_00074_00021.png,2
00009_00025_00009,data\gtsrb\Train\9\00009_00025_00009.png,9
00009_00006_00003,data\gtsrb\Train\9\00009_00006_00003.png,9
00035_00029_00026,data\gtsrb\Train\35\00035_00029_00026.png,35
00033_00009_00024,data\gtsrb\Train\33\00033_00009_00024.png,33
00002_00004_00020,data\gtsrb\Train\2\00002_00004_00020.png,2
00011_00006_00019,data\gtsrb\Train\11\00011_00006_00019.png,11
00002_00043_00017,data\gtsrb\Train\2\00002_00043_00017.png,2
00026_00006_00018,data\gtsrb\Train\26\00026_00006_00018.png,26
00005_00023_00010,data\gtsrb\Train\5\00005_00023_00010.png,5
00012_00006_00017,data\gtsrb\Train\12\00012_00006_00017.png,12
00013_00019_00002,data\gtsrb\Train\13\00013_00019_00002.png,13
00018_00030_00016,data\gtsrb\Train\18\00018_00030_00016.png,18
00003_00018_00007,data\gtsrb\Train\3\00003_00018_00007.png,3
00040_00006_00012,data\gtsrb\Train\40\00040_00006_00012.png,40
00011_00022_00015,data\gtsrb\Train\11\00011_00022_00015.png,11
00013_00047_00025,data\gtsrb\Train\13\00013_00047_00025.png,13
00022_00000_00029,data\gtsrb\Train\22\00022_00000_00029.png,22
00012_00002_00007,data\gtsrb\Train\12\00012_00002_00007.png,12
00016_00000_00012,data\gtsrb\Train\16\00016_00000_00012.png,16
00037_00004_00014,data\gtsrb\Train\37\00037_00004_00014.png,37
00005_00033_00010,data\gtsrb\Train\5\00005_00033_00010.png,5
00020_00010_00011,data\gtsrb\Train\20\00020_00010_00011.png,20
00035_00014_00028,data\gtsrb\Train\35\00035_00014_00028.png,35
00024_00008_00004,data\gtsrb\Train\24\00024_00008_00004.png,24
00028_00007_00018,data\gtsrb\Train\28\00028_00007_00018.png,28
00010_00020_00001,data\gtsrb\Train\10\00010_00020_00001.png,10
00017_00025_00017,data\gtsrb\Train\17\00017_00025_00017.png,17
00012_00015_00009,data\gtsrb\Train\12\00012_00015_00009.png,12
00002_00066_00018,data\gtsrb\Train\2\00002_00066_00018.png,2
00031_00022_00004,data\gtsrb\Train\31\00031_00022_00004.png,31
00025_00030_00015,data\gtsrb\Train\25\00025_00030_00015.png,25
00033_00021_00004,data\gtsrb\Train\33\00033_00021_00004.png,33
00014_00014_00026,data\gtsrb\Train\14\00014_00014_00026.png,14
00004_00049_00003,data\gtsrb\Train\4\00004_00049_00003.png,4
00008_00017_00025,data\gtsrb\Train\8\00008_00017_00025.png,8
00026_00005_00013,data\gtsrb\Train\26\00026_00005_00013.png,26
00036_00004_00028,data\gtsrb\Train\36\00036_00004_00028.png,36
00010_00048_00007,data\gtsrb\Train\10\00010_00048_00007.png,10
00003_00031_00010,data\gtsrb\Train\3\00003_00031_00010.png,3
00015_00016_00012,data\gtsrb\Train\15\00015_00016_00012.png,15
00009_00018_00017,data\gtsrb\Train\9\00009_00018_00017.png,9
00012_00028_00005,data\gtsrb\Train\12\00012_00028_00005.png,12
00034_00010_00009,data\gtsrb\Train\34\00034_00010_00009.png,34
00002_00070_00020,data\gtsrb\Train\2\00002_00070_00020.png,2
00010_00021_00015,data\gtsrb\Train\10\00010_00021_00015.png,10
00002_00049_00023,data\gtsrb\Train\2\00002_00049_00023.png,2
00019_00002_00028,data\gtsrb\Train\19\00019_00002_00028.png,19
00003_00016_00014,data\gtsrb\Train\3\00003_00016_00014.png,3
00022_00010_00028,data\gtsrb\Train\22\00022_00010_00028.png,22
00012_00068_00006,data\gtsrb\Train\12\00012_00068_00006.png,12
00010_00042_00014,data\gtsrb\Train\10\00010_00042_00014.png,10
00017_00021_00004,data\gtsrb\Train\17\00017_00021_00004.png,17
00003_00042_00018,data\gtsrb\Train\3\00003_00042_00018.png,3
00012_00010_00014,data\gtsrb\Train\12\00012_00010_00014.png,12
00014_00001_00018,data\gtsrb\Train\14\00014_00001_00018.png,14
00009_00009_00010,data\gtsrb\Train\9\00009_00009_00010.png,9
00002_00058_00004,data\gtsrb\Train\2\00002_00058_00004.png,2
00004_00030_00024,data\gtsrb\Train\4\00004_00030_00024.png,4
00037_00001_00008,data\gtsrb\Train\37\00037_00001_00008.png,37
00004_00045_00021,data\gtsrb\Train\4\00004_00045_00021.png,4
00042_00004_00027,data\gtsrb\Train\42\00042_00004_00027.png,42
00037_00004_00009,data\gtsrb\Train\37\00037_00004_00009.png,37
00011_00012_00008,data\gtsrb\Train\11\00011_00012_00008.png,11
00025_00016_00014,data\gtsrb\Train\25\00025_00016_00014.png,25
00008_00005_00006,data\gtsrb\Train\8\00008_00005_00006.png,8
00002_00018_00014,data\gtsrb\Train\2\00002_00018_00014.png,2
00014_00008_00020,data\gtsrb\Train\14\00014_00008_00020.png,14
00001_00073_00012,data\gtsrb\Train\1\00001_00073_00012.png,1
00014_00024_00006,data\gtsrb\Train\14\00014_00024_00006.png,14
00011_00008_00001,data\gtsrb\Train\11\00011_00008_00001.png,11
00040_00006_00005,data\gtsrb\Train\40\00040_00006_00005.png,40
00014_00025_00006,data\gtsrb\Train\14\00014_00025_00006.png,14
00008_00029_00014,data\gtsrb\Train\8\00008_00029_00014.png,8
00003_00031_00004,data\gtsrb\Train\3\00003_00031_00004.png,3
00020_00004_00018,data\gtsrb\Train\20\00020_00004_00018.png,20
00023_00000_00020,data\gtsrb\Train\23\00023_00000_00020.png,23
00004_00051_00003,data\gtsrb\Train\4\00004_00051_00003.png,4
00005_00044_00022,data\gtsrb\Train\5\00005_00044_00022.png,5
00028_00007_00003,data\gtsrb\Train\28\00028_00007_00003.png,28
00011_00011_00006,data\gtsrb\Train\11\00011_00011_00006.png,11
00009_00014_00025,data\gtsrb\Train\9\00009_00014_00025.png,9
00017_00033_00027,data\gtsrb\Train\17\00017_00033_00027.png,17
00025_00044_00004,data\gtsrb\Train\25\00025_00044_00004.png,25
00010_00031_00022,data\gtsrb\Train\10\00010_00031_00022.png,10
00001_00002_00023,data\gtsrb\Train\1\00001_00002_00023.png,1
00006_00005_00015,data\gtsrb\Train\6\00006_00005_00015.png,6
00018_00013_00019,data\gtsrb\Train\18\00018_00013_00019.png,18
00010_00066_00007,data\gtsrb\Train\10\00010_00066_00007.png,10
00041_00006_00024,data\gtsrb\Train\41\00041_00006_00024.png,41
00017_00023_00000,data\gtsrb\Train\17\00017_00023_00000.png,17
00010_00047_00003,data\gtsrb\Train\10\00010_00047_00003.png,10
00031_00019_00020,data\gtsrb\Train\31\00031_00019_00020.png,31
00008_00032_00023,data\gtsrb\Train\8\00008_00032_00023.png,8
00015_00006_00009,data\gtsrb\Train\15\00015_00006_00009.png,15
00010_00037_00002,data\gtsrb\Train\10\00010_00037_00002.png,10
00038_00013_00014,data\gtsrb\Train\38\00038_00013_00014.png,38
00038_00002_00009,data\gtsrb\Train\38\00038_00002_00009.png,38
00024_00000_00022,data\gtsrb\Train\24\00024_00000_00022.png,24
00012_00059_00010,data\gtsrb\Train\12\00012_00059_00010.png,12
00025_00019_00002,data\gtsrb\Train\25\00025_00019_00002.png,25
00018_00012_00022,data\gtsrb\Train\18\00018_00012_00022.png,18
00009_00013_00007,data\gtsrb\Train\9\00009_00013_00007.png,9
00018_00005_00006,data\gtsrb\Train\18\00018_00005_00006.png,18
00013_00037_00021,data\gtsrb\Train\13\00013_00037_00021.png,13
00013_00000_00009,data\gtsrb\Train\13\00013_00000_00009.png,13
00002_00050_00023,data\gtsrb\Train\2\00002_00050_00023.png,2
00010_00034_00003,data\gtsrb\Train\10\00010_00034_00003.png,10
00010_00056_00005,data\gtsrb\Train\10\00010_00056_00005.png,10
00036_00008_00005,data\gtsrb\Train\36\00036_00008_00005.png,36
00009_00002_00010,data\gtsrb\Train\9\00009_00002_00010.png,9
00038_00053_00000,data\gtsrb\Train\38\00038_00053_00000.png,38
00012_00017_00004,data\gtsrb\Train\12\00012_00017_00004.png,12
00011_00000_00011,data\gtsrb\Train\11\00011_00000_00011.png,11
00034_00007_00009,data\gtsrb\Train\34\00034_00007_00009.png,34
00001_00001_00028,data\gtsrb\Train\1\00001_00001_00028.png,1
00018_00005_00001,data\gtsrb\Train\18\00018_00005_00001.png,18
00010_00000_00015,data\gtsrb\Train\10\00010_00000_00015.png,10
00035_00028_00011,data\gtsrb\Train\35\00035_00028_00011.png,35
00003_00007_00010,data\gtsrb\Train\3\00003_00007_00010.png,3
00007_00026_00020,data\gtsrb\Train\7\00007_00026_00020.png,7
00031_00019_00021,data\gtsrb\Train\31\00031_00019_00021.png,31
00009_00019_00009,data\gtsrb\Train\9\00009_00019_00009.png,9
00003_00025_00017,data\gtsrb\Train\3\00003_00025_00017.png,3
00038_00038_00027,data\gtsrb\Train\38\00038_00038_00027.png,38
00038_00031_00025,data\gtsrb\Train\38\00038_00031_00025.png,38
00002_00046_00027,data\gtsrb\Train\2\00002_00046_00027.png,2
00012_00041_00016,data\gtsrb\Train\12\00012_00041_00016.png,12
00003_00029_00004,data\gtsrb\Train\3\00003_00029_00004.png,3
00012_00045_00021,data\gtsrb\Train\12\00012_00045_00021.png,12
00007_00028_00011,data\gtsrb\Train\7\00007_00028_00011.png,7
00002_00035_00000,data\gtsrb\Train\2\00002_00035_00000.png,2
00011_00012_00000,data\gtsrb\Train\11\00011_00012_00000.png,11
00009_00004_00019,data\gtsrb\Train\9\00009_00004_00019.png,9
00035_00005_00028,data\gtsrb\Train\35\00035_00005_00028.png,35
00011_00043_00010,data\gtsrb\Train\11\00011_00043_00010.png,11
00013_00052_00000,data\gtsrb\Train\13\00013_00052_00000.png,13
00007_00013_00013,data\gtsrb\Train\7\00007_00013_00013.png,7
00025_00020_00013,data\gtsrb\Train\25\00025_00020_00013.png,25
00038_00006_00021,data\gtsrb\Train\38\00038_00006_00021.png,38
00011_00036_00029,data\gtsrb\Train\11\00011_00036_00029.png,11
00006_00008_00026,data\gtsrb\Train\6\00006_00008_00026.png,6
00008_00036_00019,data\gtsrb\Train\8\00008_00036_00019.png,8
00012_00060_00021,data\gtsrb\Train\12\00012_00060_00021.png,12
00005_00044_00011,data\gtsrb\Train\5\00005_00044_00011.png,5
00012_00016_00023,data\gtsrb\Train\12\00012_00016_00023.png,12
00010_00025_00020,data\gtsrb\Train\10\00010_00025_00020.png,10
00002_00044_00021,data\gtsrb\Train\2\00002_00044_00021.png,2
00004_00044_00017,data\gtsrb\Train\4\00004_00044_00017.png,4
00023_00003_00028,data\gtsrb\Train\23\00023_00003_00028.png,23
00017_00019_00001,data\gtsrb\Train\17\00017_00019_00001.png,17
00002_00004_00023,data\gtsrb\Train\2\00002_00004_00023.png,2
00012_00018_00019,data\gtsrb\Train\12\00012_00018_00019.png,12
00004_00060_00017,data\gtsrb\Train\4\00004_00060_00017.png,4
00007_00007_00000,data\gtsrb\Train\7\00007_00007_00000.png,7
00013_00005_00025,data\gtsrb\Train\13\00013_00005_00025.png,13
00021_00003_00003,data\gtsrb\Train\21\00021_00003_00003.png,21
00025_00042_00004,data\gtsrb\Train\25\00025_00042_00004.png,25
00007_00035_00014,data\gtsrb\Train\7\00007_00035_00014.png,7
00009_00031_00001,data\gtsrb\Train\9\00009_00031_00001.png,9
00007_00003_00011,data\gtsrb\Train\7\00007_00003_00011.png,7
00000_00002_00024,data\gtsrb\Train\0\00000_00002_00024.png,0
00001_00039_00010,data\gtsrb\Train\1\00001_00039_00010.png,1
00009_00039_00015,data\gtsrb\Train\9\00009_00039_00015.png,9
00007_00020_00002,data\gtsrb\Train\7\00007_00020_00002.png,7
00014_00004_00011,data\gtsrb\Train\14\00014_00004_00011.png,14
00036_00011_00027,data\gtsrb\Train\36\00036_00011_00027.png,36
00025_00022_00008,data\gtsrb\Train\25\00025_00022_00008.png,25
00004_00008_00001,data\gtsrb\Train\4\00004_00008_00001.png,4
00038_00064_00020,data\gtsrb\Train\38\00038_00064_00020.png,38
00039_00006_00024,data\gtsrb\Train\39\00039_00006_00024.png,39
00013_00006_00024,data\gtsrb\Train\13\00013_00006_00024.png,13
00011_00041_00026,data\gtsrb\Train\11\00011_00041_00026.png,11
00014_00009_00002,data\gtsrb\Train\14\00014_00009_00002.png,14
00000_00002_00008,data\gtsrb\Train\0\00000_00002_00008.png,0
00010_00010_00018,data\gtsrb\Train\10\00010_00010_00018.png,10
00012_00050_00022,data\gtsrb\Train\12\00012_00050_00022.png,12
00033_00008_00012,data\gtsrb\Train\33\00033_00008_00012.png,33
00010_00010_00020,data\gtsrb\Train\10\00010_00010_00020.png,10
00012_00034_00011,data\gtsrb\Train\12\00012_00034_00011.png,12
00040_00004_00025,data\gtsrb\Train\40\00040_00004_00025.png,40
00006_00012_00005,data\gtsrb\Train\6\00006_00012_00005.png,6
00001_00072_00018,data\gtsrb\Train\1\00001_00072_00018.png,1
00009_00004_00006,data\gtsrb\Train\9\00009_00004_00006.png,9
00023_00010_00014,data\gtsrb\Train\23\00023_00010_00014.png,23
00029_00000_00022,data\gtsrb\Train\29\00029_00000_00022.png,29
00007_00041_00006,data\gtsrb\Train\7\00007_00041_00006.png,7
00013_00031_00011,data\gtsrb\Train\13\00013_00031_00011.png,13
00025_00009_00003,data\gtsrb\Train\25\00025_00009_00003.png,25
00033_00001_00011,data\gtsrb\Train\33\00033_00001_00011.png,33
00029_00008_00001,data\gtsrb\Train\29\00029_00008_00001.png,29
00022_00005_00029,data\gtsrb\Train\22\00022_00005_00029.png,22
00012_00002_00022,data\gtsrb\Train\12\00012_00002_00022.png,12
00010_00056_00007,data\gtsrb\Train\10\00010_00056_00007.png,10
00028_00009_00021,data\gtsrb\Train\28\00028_00009_00021.png,28
00012_00037_00012,data\gtsrb\Train\12\00012_00037_00012.png,12
00011_00018_00020,data\gtsrb\Train\11\00011_00018_00020.png,11
00030_00002_00006,data\gtsrb\Train\30\00030_00002_00006.png,30
00015_00015_00017,data\gtsrb\Train\15\00015_00015_00017.png,15
00026_00016_00006,data\gtsrb\Train\26\00026_00016_00006.png,26
00010_00063_00008,data\gtsrb\Train\10\00010_00063_00008.png,10
00008_00030_00027,data\gtsrb\Train\8\00008_00030_00027.png,8
00014_00012_00012,data\gtsrb\Train\14\00014_00012_00012.png,14
00032_00004_00005,data\gtsrb\Train\32\00032_00004_00005.png,32
00004_00021_00019,data\gtsrb\Train\4\00004_00021_00019.png,4
00007_00001_00006,data\gtsrb\Train\7\00007_00001_00006.png,7
00005_00049_00002,data\gtsrb\Train\5\00005_00049_00002.png,5
00017_00002_00025,data\gtsrb\Train\17\00017_00002_00025.png,17
00002_00062_00015,data\gtsrb\Train\2\00002_00062_00015.png,2
00010_00026_00014,data\gtsrb\Train\10\00010_00026_00014.png,10
00019_00001_00003,data\gtsrb\Train\19\00019_00001_00003.png,19
00025_00045_00022,data\gtsrb\Train\25\00025_00045_00022.png,25
00012_00049_00013,data\gtsrb\Train\12\00012_00049_00013.png,12
00039_00000_00025,data\gtsrb\Train\39\00039_00000_00025.png,39
00016_00007_00022,data\gtsrb\Train\16\00016_00007_00022.png,16
00033_00004_00002,data\gtsrb\Train\33\00033_00004_00002.png,33
00013_00002_00004,data\gtsrb\Train\13\00013_00002_00004.png,13
00038_00016_00026,data\gtsrb\Train\38\00038_00016_00026.png,38
00031_00019_00025,data\gtsrb\Train\31\00031_00019_00025.png,31
00008_00028_00027,data\gtsrb\Train\8\00008_00028_00027.png,8
00004_00002_00029,data\gtsrb\Train\4\00004_00002_00029.png,4
00025_00039_00027,data\gtsrb\Train\25\00025_00039_00027.png,25
00009_00044_00006,data\gtsrb\Train\9\00009_00044_00006.png,9
00010_00039_00019,data\gtsrb\Train\10\00010_00039_00019.png,10
00004_00058_00018,data\gtsrb\Train\4\00004_00058_00018.png,4
00001_00027_00003,data\gtsrb\Train\1\00001_00027_00003.png,1
00002_00064_00002,data\gtsrb\Train\2\00002_00064_00002.png,2
00002_00009_00014,data\gtsrb\Train\2\00002_00009_00014.png,2
00003_00016_00001,data\gtsrb\Train\3\00003_00016_00001.png,3
00005_00050_00005,data\gtsrb\Train\5\00005_00050_00005.png,5
00040_00003_00028,data\gtsrb\Train\40\00040_00003_00028.png,40
00013_00005_00000,data\gtsrb\Train\13\00013_00005_00000.png,13
00013_00062_00004,data\gtsrb\Train\13\00013_00062_00004.png,13
00030_00010_00024,data\gtsrb\Train\30\00030_00010_00024.png,30
00031_00003_00007,data\gtsrb\Train\31\00031_00003_00007.png,31
00025_00045_00027,data\gtsrb\Train\25\00025_00045_00027.png,25
00012_00025_00027,data\gtsrb\Train\12\00012_00025_00027.png,12
00011_00002_00011,data\gtsrb\Train\11\00011_00002_00011.png,11
00005_00016_00028,data\gtsrb\Train\5\00005_00016_00028.png,5
00025_00026_00023,data\gtsrb\Train\25\00025_00026_00023.png,25
00022_00000_00004,data\gtsrb\Train\22\00022_00000_00004.png,22
00012_00036_00016,data\gtsrb\Train\12\00012_00036_00016.png,12
00004_00001_00001,data\gtsrb\Train\4\00004_00001_00001.png,4
00030_00004_00022,data\gtsrb\Train\30\00030_00004_00022.png,30
00025_00033_00027,data\gtsrb\Train\25\00025_00033_00027.png,25
00036_00009_00003,data\gtsrb\Train\36\00036_00009_00003.png,36
00038_00031_00013,data\gtsrb\Train\38\00038_00031_00013.png,38
00011_00039_00013,data\gtsrb\Train\11\00011_00039_00013.png,11
00012_00025_00014,data\gtsrb\Train\12\00012_00025_00014.png,12
00021_00001_00016,data\gtsrb\Train\21\00021_00001_00016.png,21
00011_00024_00005,data\gtsrb\Train\11\00011_00024_00005.png,11
00033_00013_00004,data\gtsrb\Train\33\00033_00013_00004.png,33
00012_00012_00005,data\gtsrb\Train\12\00012_00012_00005.png,12
00009_00008_00019,data\gtsrb\Train\9\00009_00008_00019.png,9
00007_00045_00017,data\gtsrb\Train\7\00007_00045_00017.png,7
00005_00039_00021,data\gtsrb\Train\5\00005_00039_00021.png,5
00001_00044_00024,data\gtsrb\Train\1\00001_00044_00024.png,1
00038_00058_00020,data\gtsrb\Train\38\00038_00058_00020.png,38
00003_00022_00001,data\gtsrb\Train\3\00003_00022_00001.png,3
00007_00046_00009,data\gtsrb\Train\7\00007_00046_00009.png,7
00038_00030_00011,data\gtsrb\Train\38\00038_00030_00011.png,38
00040_00008_00026,data\gtsrb\Train\40\00040_00008_00026.png,40
00014_00014_00018,data\gtsrb\Train\14\00014_00014_00018.png,14
00014_00016_00015,data\gtsrb\Train\14\00014_00016_00015.png,14
00040_00004_00023,data\gtsrb\Train\40\00040_00004_00023.png,40
00030_00006_00025,data\gtsrb\Train\30\00030_00006_00025.png,30
00010_00054_00017,data\gtsrb\Train\10\00010_00054_00017.png,10
00033_00004_00012,data\gtsrb\Train\33\00033_00004_00012.png,33
00010_00011_00001,data\gtsrb\Train\10\00010_00011_00001.png,10
00017_00035_00013,data\gtsrb\Train\17\00017_00035_00013.png,17
00009_00026_00003,data\gtsrb\Train\9\00009_00026_00003.png,9
00027_00004_00015,data\gtsrb\Train\27\00027_00004_00015.png,27
00025_00037_00012,data\gtsrb\Train\25\00025_00037_00012.png,25
00005_00004_00007,data\gtsrb\Train\5\00005_00004_00007.png,5
00022_00002_00016,data\gtsrb\Train\22\00022_00002_00016.png,22
00002_00063_00002,data\gtsrb\Train\2\00002_00063_00002.png,2
00035_00039_00014,data\gtsrb\Train\35\00035_00039_00014.png,35
00008_00000_00003,data\gtsrb\Train\8\00008_00000_00003.png,8
00003_00033_00028,data\gtsrb\Train\3\00003_00033_00028.png,3
00025_00035_00004,data\gtsrb\Train\25\00025_00035_00004.png,25
00018_00022_00013,data\gtsrb\Train\18\00018_00022_00013.png,18
00001_00027_00001,data\gtsrb\Train\1\00001_00027_00001.png,1
00017_00003_00009,data\gtsrb\Train\17\00017_00003_00009.png,17
00016_00010_00017,data\gtsrb\Train\16\00016_00010_00017.png,16
00002_00026_00006,data\gtsrb\Train\2\00002_00026_00006.png,2
00002_00060_00003,data\gtsrb\Train\2\00002_00060_00003.png,2
00021_00009_00017,data\gtsrb\Train\21\00021_00009_00017.png,21
00007_00007_00023,data\gtsrb\Train\7\00007_00007_00023.png,7
00035_00035_00009,data\gtsrb\Train\35\00035_00035_00009.png,35
00010_00018_00026,data\gtsrb\Train\10\00010_00018_00026.png,10
00012_00048_00017,data\gtsrb\Train\12\00012_00048_00017.png,12
00035_00016_00002,data\gtsrb\Train\35\00035_00016_00002.png,35
00026_00010_00009,data\gtsrb\Train\26\00026_00010_00009.png,26
00008_00013_00027,data\gtsrb\Train\8\00008_00013_00027.png,8
00022_00012_00019,data\gtsrb\Train\22\00022_00012_00019.png,22
00016_00004_00028,data\gtsrb\Train\16\00016_00004_00028.png,16
00002_00023_00027,data\gtsrb\Train\2\00002_00023_00027.png,2
00007_00022_00022,data\gtsrb\Train\7\00007_00022_00022.png,7
00002_00050_00010,data\gtsrb\Train\2\00002_00050_00010.png,2
00041_00002_00007,data\gtsrb\Train\41\00041_00002_00007.png,41
00002_00059_00001,data\gtsrb\Train\2\00002_00059_00001.png,2
00021_00010_00018,data\gtsrb\Train\21\00021_00010_00018.png,21
